,Unnamed: 0,Region,Municipality,Construction Materials,Total Occupied Housing Units,Roof: Galvanized iron/aluminum,Roof: Tile/concrete/clay tile,Roof: Half galvanized iron and half concrete,Roof: Bamboo/cogon/ nipa/anahaw,Roof: Asbestos,Roof:Makeshift/ salvaged/ improvised materials,Roof:Trapal,Roof: Others,Roof: Not Reported,coordinates,Latitude,Longitude,Distance,Material Categories,Elevation
12033,12033,REGION VI - WESTERN VISAYAS,BINALBAGAN,Asbestos,4.0,4.0,,,,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Makeshift/none,7.0
12034,12034,REGION VI - WESTERN VISAYAS,BINALBAGAN,Glass,,,,,,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Mixed,7.0
12035,12035,REGION VI - WESTERN VISAYAS,BINALBAGAN,Makeshift/salvaged/improvised materials,36.0,18.0,,,6.0,,12.0,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Makeshift/none,7.0
12036,12036,REGION VI - WESTERN VISAYAS,BINALBAGAN,Trapal,6.0,2.0,,,3.0,,,1.0,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Makeshift/none,7.0
12037,12037,REGION VI - WESTERN VISAYAS,BINALBAGAN,Others,3.0,3.0,,,,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Others,7.0
12038,12038,REGION VI - WESTERN VISAYAS,BINALBAGAN,No walls,3.0,2.0,1.0,,,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Makeshift/none,7.0
12039,12039,REGION VI - WESTERN VISAYAS,BINALBAGAN,Not Reported,33.0,33.0,,,,,,,,,"[10.1940763, 122.8644542]",10.1940763,122.8644542,-1.0,Not reported,7.0
12040,12040,REGION VI - WESTERN VISAYAS,CADIZ CITY,Total,34947.0,25242.0,157.0,1739.0,7669.0,3.0,92.0,26.0,9.0,10.0,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Total,0.0
12041,12041,REGION VI - WESTERN VISAYAS,CADIZ CITY,Concrete/brick/stone,8279.0,7989.0,121.0,73.0,86.0,1.0,1.0,3.0,,5.0,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Concrete,0.0
12042,12042,REGION VI - WESTERN VISAYAS,CADIZ CITY,Wood,8624.0,6804.0,20.0,205.0,1571.0,2.0,14.0,5.0,1.0,2.0,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Wood,0.0
12043,12043,REGION VI - WESTERN VISAYAS,CADIZ CITY,Half concrete/brick/stone and half wood,7220.0,5583.0,12.0,1320.0,300.0,,3.0,1.0,1.0,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Mixed,0.0
12044,12044,REGION VI - WESTERN VISAYAS,CADIZ CITY,Galvanized iron/aluminum,511.0,429.0,3.0,10.0,65.0,,4.0,,,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Metal,0.0
12045,12045,REGION VI - WESTERN VISAYAS,CADIZ CITY,Bamboo/sawali/cogon/nipa,9845.0,4121.0,,122.0,5566.0,,22.0,8.0,6.0,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Traditional,0.0
12046,12046,REGION VI - WESTERN VISAYAS,CADIZ CITY,Asbestos,10.0,10.0,,,,,,,,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Makeshift/none,0.0
12047,12047,REGION VI - WESTERN VISAYAS,CADIZ CITY,Glass,2.0,1.0,1.0,,,,,,,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Mixed,0.0
12048,12048,REGION VI - WESTERN VISAYAS,CADIZ CITY,Makeshift/salvaged/improvised materials,277.0,159.0,,3.0,65.0,,48.0,1.0,1.0,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Makeshift/none,0.0
12049,12049,REGION VI - WESTERN VISAYAS,CADIZ CITY,Trapal,20.0,5.0,,,8.0,,,7.0,,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Makeshift/none,0.0
12050,12050,REGION VI - WESTERN VISAYAS,CADIZ CITY,Others,10.0,5.0,,,5.0,,,,,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Others,0.0
12051,12051,REGION VI - WESTERN VISAYAS,CADIZ CITY,No walls,5.0,3.0,,,1.0,,,1.0,,,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Makeshift/none,0.0
12052,12052,REGION VI - WESTERN VISAYAS,CADIZ CITY,Not Reported,144.0,133.0,,6.0,2.0,,,,,3.0,"[10.9534091, 123.32437700811664]",10.9534091,123.32437700811664,-2.0,Not reported,0.0
12053,12053,REGION VI - WESTERN VISAYAS,CALATRAVA,Total,18380.0,13271.0,156.0,1388.0,3513.0,,37.0,4.0,9.0,2.0,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Total,18.0
12054,12054,REGION VI - WESTERN VISAYAS,CALATRAVA,Concrete/brick/stone,1766.0,1617.0,97.0,40.0,11.0,,,,1.0,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Concrete,18.0
12055,12055,REGION VI - WESTERN VISAYAS,CALATRAVA,Wood,5943.0,4714.0,17.0,280.0,921.0,,8.0,2.0,1.0,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Wood,18.0
12056,12056,REGION VI - WESTERN VISAYAS,CALATRAVA,Half concrete/brick/stone and half wood,2977.0,2064.0,38.0,848.0,25.0,,,,2.0,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Mixed,18.0
12057,12057,REGION VI - WESTERN VISAYAS,CALATRAVA,Galvanized iron/aluminum,181.0,106.0,4.0,49.0,22.0,,,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Metal,18.0
12058,12058,REGION VI - WESTERN VISAYAS,CALATRAVA,Bamboo/sawali/cogon/nipa,7178.0,4494.0,,166.0,2501.0,,10.0,2.0,3.0,2.0,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Traditional,18.0
12059,12059,REGION VI - WESTERN VISAYAS,CALATRAVA,Asbestos,52.0,52.0,,,,,,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Makeshift/none,18.0
12060,12060,REGION VI - WESTERN VISAYAS,CALATRAVA,Glass,1.0,1.0,,,,,,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Mixed,18.0
12061,12061,REGION VI - WESTERN VISAYAS,CALATRAVA,Makeshift/salvaged/improvised materials,207.0,161.0,,2.0,25.0,,19.0,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Makeshift/none,18.0
12062,12062,REGION VI - WESTERN VISAYAS,CALATRAVA,Trapal,16.0,8.0,,,8.0,,,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Makeshift/none,18.0
12063,12063,REGION VI - WESTERN VISAYAS,CALATRAVA,Others,25.0,23.0,,,,,,,2.0,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Others,18.0
12064,12064,REGION VI - WESTERN VISAYAS,CALATRAVA,No walls,1.0,1.0,,,,,,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Makeshift/none,18.0
12065,12065,REGION VI - WESTERN VISAYAS,CALATRAVA,Not Reported,33.0,30.0,,3.0,,,,,,,"[10.5940442, 123.4763844]",10.5940442,123.4763844,-1.0,Not reported,18.0
12066,12066,REGION VI - WESTERN VISAYAS,CANDONI,Total,4947.0,3982.0,21.0,175.0,764.0,,,4.0,1.0,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Total,163.0
12067,12067,REGION VI - WESTERN VISAYAS,CANDONI,Concrete/brick/stone,572.0,552.0,15.0,2.0,3.0,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Concrete,163.0
12068,12068,REGION VI - WESTERN VISAYAS,CANDONI,Wood,677.0,616.0,3.0,34.0,24.0,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Wood,163.0
12069,12069,REGION VI - WESTERN VISAYAS,CANDONI,Half concrete/brick/stone and half wood,876.0,739.0,2.0,124.0,11.0,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Mixed,163.0
12070,12070,REGION VI - WESTERN VISAYAS,CANDONI,Galvanized iron/aluminum,14.0,9.0,1.0,3.0,1.0,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Metal,163.0
12071,12071,REGION VI - WESTERN VISAYAS,CANDONI,Bamboo/sawali/cogon/nipa,2780.0,2039.0,,12.0,725.0,,,3.0,1.0,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Traditional,163.0
12072,12072,REGION VI - WESTERN VISAYAS,CANDONI,Asbestos,1.0,1.0,,,,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Makeshift/none,163.0
12073,12073,REGION VI - WESTERN VISAYAS,CANDONI,Glass,,,,,,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Mixed,163.0
12074,12074,REGION VI - WESTERN VISAYAS,CANDONI,Makeshift/salvaged/improvised materials,7.0,7.0,,,,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Makeshift/none,163.0
12075,12075,REGION VI - WESTERN VISAYAS,CANDONI,Trapal,2.0,1.0,,,,,,1.0,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Makeshift/none,163.0
12076,12076,REGION VI - WESTERN VISAYAS,CANDONI,Others,4.0,4.0,,,,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Others,163.0
12077,12077,REGION VI - WESTERN VISAYAS,CANDONI,No walls,,,,,,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Makeshift/none,163.0
12078,12078,REGION VI - WESTERN VISAYAS,CANDONI,Not Reported,14.0,14.0,,,,,,,,,"[9.8306756, 122.6429611]",9.8306756,122.6429611,-17.0,Not reported,163.0
12079,12079,REGION VI - WESTERN VISAYAS,CAUAYAN,Total,22604.0,9003.0,224.0,1440.0,11833.0,1.0,98.0,4.0,1.0,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Total,13.0
12080,12080,REGION VI - WESTERN VISAYAS,CAUAYAN,Concrete/brick/stone,3073.0,2537.0,147.0,123.0,261.0,,5.0,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Concrete,13.0
12081,12081,REGION VI - WESTERN VISAYAS,CAUAYAN,Wood,1970.0,1165.0,10.0,66.0,727.0,1.0,1.0,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Wood,13.0
12082,12082,REGION VI - WESTERN VISAYAS,CAUAYAN,Half concrete/brick/stone and half wood,2897.0,1381.0,41.0,974.0,495.0,,6.0,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Mixed,13.0
12083,12083,REGION VI - WESTERN VISAYAS,CAUAYAN,Galvanized iron/aluminum,259.0,98.0,26.0,58.0,77.0,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Metal,13.0
12084,12084,REGION VI - WESTERN VISAYAS,CAUAYAN,Bamboo/sawali/cogon/nipa,14163.0,3752.0,,190.0,10190.0,,26.0,4.0,1.0,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Traditional,13.0
12085,12085,REGION VI - WESTERN VISAYAS,CAUAYAN,Asbestos,13.0,13.0,,,,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Makeshift/none,13.0
12086,12086,REGION VI - WESTERN VISAYAS,CAUAYAN,Glass,1.0,1.0,,,,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Mixed,13.0
12087,12087,REGION VI - WESTERN VISAYAS,CAUAYAN,Makeshift/salvaged/improvised materials,191.0,28.0,,29.0,74.0,,60.0,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Makeshift/none,13.0
12088,12088,REGION VI - WESTERN VISAYAS,CAUAYAN,Trapal,6.0,3.0,,,3.0,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Makeshift/none,13.0
12089,12089,REGION VI - WESTERN VISAYAS,CAUAYAN,Others,7.0,4.0,,,3.0,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Others,13.0
12090,12090,REGION VI - WESTERN VISAYAS,CAUAYAN,No walls,6.0,3.0,,,3.0,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Makeshift/none,13.0
12091,12091,REGION VI - WESTERN VISAYAS,CAUAYAN,Not Reported,18.0,18.0,,,,,,,,,"[9.972222, 122.624444]",9.972222,122.624444,-2.0,Not reported,13.0
12092,12092,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Total,14180.0,11204.0,33.0,858.0,2016.0,1.0,43.0,13.0,10.0,2.0,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Total,5.0
12093,12093,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Concrete/brick/stone,5747.0,5570.0,28.0,101.0,45.0,,3.0,,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Concrete,5.0
12094,12094,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Wood,1455.0,1235.0,1.0,80.0,133.0,,2.0,1.0,3.0,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Wood,5.0
12095,12095,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Half concrete/brick/stone and half wood,2632.0,2137.0,2.0,415.0,67.0,1.0,4.0,,4.0,2.0,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Mixed,5.0
12096,12096,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Galvanized iron/aluminum,145.0,135.0,2.0,2.0,5.0,,,1.0,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Metal,5.0
12097,12097,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Bamboo/sawali/cogon/nipa,4013.0,1997.0,,254.0,1746.0,,11.0,2.0,3.0,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Traditional,5.0
12098,12098,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Asbestos,1.0,1.0,,,,,,,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Makeshift/none,5.0
12099,12099,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Glass,,,,,,,,,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Mixed,5.0
12100,12100,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Makeshift/salvaged/improvised materials,71.0,32.0,,3.0,12.0,,22.0,2.0,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Makeshift/none,5.0
12101,12101,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Trapal,15.0,5.0,,,3.0,,1.0,6.0,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Makeshift/none,5.0
12102,12102,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Others,3.0,1.0,,,1.0,,,1.0,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Others,5.0
12103,12103,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),No walls,3.0,3.0,,,,,,,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Makeshift/none,5.0
12104,12104,REGION VI - WESTERN VISAYAS,ENRIQUE B. MAGALONA (SARAVIA),Not Reported,95.0,88.0,,3.0,4.0,,,,,,"[10.8770717, 122.9814106]",10.8770717,122.9814106,-1.0,Not reported,5.0
12105,12105,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Total,21519.0,16979.0,182.0,1195.0,3002.0,7.0,136.0,8.0,10.0,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Total,25.0
12106,12106,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Concrete/brick/stone,5171.0,4902.0,152.0,92.0,22.0,,3.0,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Concrete,25.0
12107,12107,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Wood,4895.0,4280.0,6.0,199.0,382.0,1.0,22.0,1.0,4.0,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Wood,25.0
12108,12108,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Half concrete/brick/stone and half wood,4435.0,3607.0,19.0,760.0,45.0,,2.0,,2.0,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Mixed,25.0
12109,12109,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Galvanized iron/aluminum,176.0,141.0,4.0,10.0,21.0,,,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Metal,25.0
12110,12110,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Bamboo/sawali/cogon/nipa,6533.0,3876.0,,128.0,2510.0,,15.0,,4.0,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Traditional,25.0
12111,12111,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Asbestos,26.0,20.0,,2.0,,4.0,,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Makeshift/none,25.0
12112,12112,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Glass,10.0,7.0,1.0,,,2.0,,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Mixed,25.0
12113,12113,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Makeshift/salvaged/improvised materials,177.0,69.0,,3.0,13.0,,92.0,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Makeshift/none,25.0
12114,12114,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Trapal,26.0,14.0,,,5.0,,1.0,6.0,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Makeshift/none,25.0
12115,12115,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Others,26.0,25.0,,,,,,1.0,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Others,25.0
12116,12116,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,No walls,5.0,2.0,,,2.0,,1.0,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Makeshift/none,25.0
12117,12117,REGION VI - WESTERN VISAYAS,CITY OF ESCALANTE,Not Reported,39.0,36.0,,1.0,2.0,,,,,,"[10.8412679, 123.4992627]",10.8412679,123.4992627,-3.0,Not reported,25.0
12118,12118,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Total,25229.0,17194.0,126.0,1421.0,6412.0,1.0,59.0,9.0,,7.0,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Total,6.0
12119,12119,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Concrete/brick/stone,4942.0,4759.0,62.0,78.0,40.0,1.0,2.0,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Concrete,6.0
12120,12120,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Wood,4012.0,2763.0,28.0,128.0,1090.0,,3.0,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Wood,6.0
12121,12121,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Half concrete/brick/stone and half wood,5289.0,4245.0,32.0,839.0,171.0,,1.0,1.0,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Mixed,6.0
12122,12122,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Galvanized iron/aluminum,158.0,122.0,1.0,12.0,23.0,,,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Metal,6.0
12123,12123,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Bamboo/sawali/cogon/nipa,10420.0,5005.0,,337.0,5054.0,,14.0,6.0,,4.0,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Traditional,6.0
12124,12124,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Asbestos,11.0,9.0,,2.0,,,,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Makeshift/none,6.0
12125,12125,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Glass,1.0,1.0,,,,,,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Mixed,6.0
12126,12126,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Makeshift/salvaged/improvised materials,99.0,37.0,,,26.0,,36.0,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Makeshift/none,6.0
12127,12127,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Trapal,19.0,10.0,,,5.0,,3.0,1.0,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Makeshift/none,6.0
12128,12128,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Others,1.0,,,,,,,1.0,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Others,6.0
12129,12129,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,No walls,4.0,3.0,,,1.0,,,,,,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Makeshift/none,6.0
12130,12130,REGION VI - WESTERN VISAYAS,CITY OF HIMAMAYLAN,Not Reported,273.0,240.0,3.0,25.0,2.0,,,,,3.0,"[10.0992841, 122.870539]",10.0992841,122.870539,-2.0,Not reported,6.0
12131,12131,REGION VI - WESTERN VISAYAS,HINIGARAN,Total,20421.0,12081.0,272.0,2060.0,5755.0,3.0,205.0,13.0,4.0,28.0,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Total,8.0
12132,12132,REGION VI - WESTERN VISAYAS,HINIGARAN,Concrete/brick/stone,5481.0,5100.0,216.0,95.0,65.0,2.0,1.0,1.0,1.0,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Concrete,8.0
12133,12133,REGION VI - WESTERN VISAYAS,HINIGARAN,Wood,2427.0,1710.0,15.0,126.0,572.0,,2.0,1.0,1.0,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Wood,8.0
12134,12134,REGION VI - WESTERN VISAYAS,HINIGARAN,Half concrete/brick/stone and half wood,4735.0,2891.0,30.0,1598.0,215.0,1.0,,,,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Mixed,8.0
12135,12135,REGION VI - WESTERN VISAYAS,HINIGARAN,Galvanized iron/aluminum,232.0,191.0,2.0,27.0,11.0,,,,1.0,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Metal,8.0
12136,12136,REGION VI - WESTERN VISAYAS,HINIGARAN,Bamboo/sawali/cogon/nipa,7106.0,2028.0,,208.0,4836.0,,24.0,8.0,,2.0,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Traditional,8.0
12137,12137,REGION VI - WESTERN VISAYAS,HINIGARAN,Asbestos,14.0,5.0,9.0,,,,,,,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Makeshift/none,8.0
12138,12138,REGION VI - WESTERN VISAYAS,HINIGARAN,Glass,,,,,,,,,,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Mixed,8.0
12139,12139,REGION VI - WESTERN VISAYAS,HINIGARAN,Makeshift/salvaged/improvised materials,260.0,42.0,,2.0,40.0,,176.0,,,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Makeshift/none,8.0
12140,12140,REGION VI - WESTERN VISAYAS,HINIGARAN,Trapal,19.0,7.0,,,7.0,,2.0,3.0,,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Makeshift/none,8.0
12141,12141,REGION VI - WESTERN VISAYAS,HINIGARAN,Others,,,,,,,,,,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Others,8.0
12142,12142,REGION VI - WESTERN VISAYAS,HINIGARAN,No walls,2.0,,,,1.0,,,,1.0,,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Makeshift/none,8.0
12143,12143,REGION VI - WESTERN VISAYAS,HINIGARAN,Not Reported,145.0,107.0,,4.0,8.0,,,,,26.0,"[10.2713832, 122.8519909]",10.2713832,122.8519909,-2.0,Not reported,8.0
12144,12144,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Total,12368.0,6525.0,54.0,707.0,5056.0,,7.0,5.0,10.0,4.0,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Total,15.0
12145,12145,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Concrete/brick/stone,2551.0,2399.0,32.0,39.0,81.0,,,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Concrete,15.0
12146,12146,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Wood,2298.0,1161.0,7.0,182.0,947.0,,1.0,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Wood,15.0
12147,12147,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Half concrete/brick/stone and half wood,2441.0,1743.0,14.0,406.0,273.0,,2.0,,3.0,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Mixed,15.0
12148,12148,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Galvanized iron/aluminum,115.0,34.0,1.0,37.0,43.0,,,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Metal,15.0
12149,12149,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Bamboo/sawali/cogon/nipa,4899.0,1150.0,,42.0,3697.0,,1.0,3.0,6.0,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Traditional,15.0
12150,12150,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Asbestos,4.0,4.0,,,,,,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Makeshift/none,15.0
12151,12151,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Glass,2.0,2.0,,,,,,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Mixed,15.0
12152,12152,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Makeshift/salvaged/improvised materials,25.0,11.0,,1.0,10.0,,3.0,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Makeshift/none,15.0
12153,12153,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Trapal,8.0,1.0,,,5.0,,,2.0,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Makeshift/none,15.0
12154,12154,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),Others,2.0,1.0,,,,,,,1.0,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Others,15.0
12155,12155,REGION VI - WESTERN VISAYAS,HINOBA-AN (ASIA),No walls,1.0,1.0,,,,,,,,,"[9.6021766, 122.4670994]",9.6021766,122.4670994,2.0,Makeshift/none,15.0
